id,rated,turns,victory_status,winner
VjeHmU3E,TRUE,49,mate,white
1Wkz8f4T,TRUE,109,mate,white
mSBfIjdv,TRUE,68,outoftime,black
3qtOgt8E,FALSE,106,mate,black
uBQMbnHi,FALSE,54,resign,black
683F7kL5,FALSE,33,resign,white
fWvjGe4B,FALSE,36,resign,black
hn004qwQ,FALSE,28,mate,black
4Zy3QV3G,FALSE,29,resign,white
qZOmXREt,FALSE,30,resign,black
2e5U4t0w,FALSE,6,resign,black
vxdojV9B,FALSE,73,resign,white
KToobl2Q,FALSE,22,resign,black
ME9Is8pZ,FALSE,58,resign,black
kvNkKzzz,TRUE,80,mate,black
e6i6lqWz,TRUE,50,mate,black
z0ykCM8K,FALSE,26,resign,black
Us47a7lo,FALSE,89,draw,draw
76CtRpaS,FALSE,98,resign,black
dqSVEcUm,FALSE,41,mate,white
kRfHx265,FALSE,45,resign,white
pLwtxXxU,FALSE,10,resign,black
UFTOTq6B,FALSE,54,resign,black
vCN6Fu4o,FALSE,28,resign,black
Zu0HWpvz,FALSE,30,resign,black
4X0Jqwhz,FALSE,52,outoftime,black
B4DFUedk,FALSE,75,outoftime,white
k7nRoQEW,TRUE,32,resign,white
r6bAHeeJ,FALSE,35,resign,white
suTmPUuR,FALSE,38,mate,black
YcUEZKBC,FALSE,28,resign,black
Ngufj9x7,TRUE,78,resign,black
ThfnmMIN,TRUE,50,resign,black
pqnokLf3,TRUE,36,mate,black
WcB9Z0i7,TRUE,55,mate,white
cpKzVfMZ,FALSE,57,resign,white
Uy8Y9ldx,FALSE,65,resign,white
2Knypsbl,FALSE,30,resign,black
4gKCCL07,TRUE,48,resign,black
OlZTX61W,TRUE,71,resign,white
upidVreQ,TRUE,54,resign,black
Rcmr82Hr,TRUE,35,resign,black
R3GKyTYI,FALSE,41,resign,white
PG11Ik0m,FALSE,31,resign,white
2z4giltQ,FALSE,99,resign,white
WiwAh888,FALSE,56,resign,white
BE16JO9W,FALSE,33,resign,black
ZdXCv8KZ,FALSE,48,resign,black
ywIjpQfW,FALSE,30,resign,black
0JFqrdjk,FALSE,27,resign,white
9pvfXZaS,TRUE,34,resign,black
CtAJ62S8,FALSE,95,resign,white
yFmEbATN,FALSE,40,resign,white
3YkR4bpE,FALSE,163,mate,white
uudKRbIu,FALSE,87,resign,white
RpedBjZb,TRUE,79,resign,white
4RbnN6f9,TRUE,44,mate,black
WddzmgVg,FALSE,70,resign,black
lIXqC20Y,FALSE,15,resign,white
0yKCo27c,FALSE,46,resign,black
jiivtpH6,TRUE,37,resign,white
ba2Nr0Ls,TRUE,105,outoftime,white
ZXq80hWh,FALSE,32,resign,white
Ln72Suia,TRUE,50,mate,black
0bkS1DZE,TRUE,25,resign,white
OWcyS6vt,TRUE,28,resign,black
C9lVCh2i,FALSE,66,outoftime,black
beXCZH3z,TRUE,37,resign,white
hXnjygZ5,FALSE,138,mate,black
skBkxjbN,TRUE,67,resign,white
TyVle1VW,TRUE,121,resign,white
N3Cyi0ps,TRUE,57,resign,white
z9ZtH9zT,FALSE,89,resign,white
kyyDwz6N,FALSE,67,mate,white
mVGEnKER,FALSE,40,resign,black
sAUTE9Wt,TRUE,70,draw,draw
zPKtFKGw,TRUE,55,resign,white
d2fq3MvF,FALSE,93,resign,white
lwXhQtKC,TRUE,39,mate,white
uvOx5Uxy,TRUE,118,resign,black
RbH96ys4,TRUE,66,mate,black
iwZooNfV,TRUE,47,mate,white
vX348Wsw,TRUE,81,mate,white
GN07Pfuz,TRUE,75,mate,white
k224xGwE,TRUE,80,outoftime,black
wOUimDUz,TRUE,37,mate,white
d68yVXS5,TRUE,85,mate,white
MHiqGzBE,TRUE,35,mate,white
9RxL3p8B,TRUE,38,mate,black
vqgQ6z87,TRUE,42,mate,black
T0q4Xyta,TRUE,72,resign,black
glEjKgYr,TRUE,55,resign,white
WKr0hmzw,TRUE,52,mate,black
LDc4YKQt,TRUE,54,resign,black
2hctEGx7,TRUE,78,resign,black
Q8Wyxruo,TRUE,47,resign,white
b7REekpw,TRUE,85,resign,white
1UjuzBGK,TRUE,62,resign,black
l9xILQlb,TRUE,49,mate,white
44pMM3cU,TRUE,108,outoftime,black
tnII4nVU,TRUE,116,resign,black
214uKzsy,TRUE,38,resign,black
dqvFoghy,TRUE,79,resign,white
my5GFXeE,TRUE,41,resign,white
enDhzBkl,TRUE,62,resign,black
lLp2nIc4,TRUE,50,mate,black
UnZyKPrN,TRUE,116,resign,black
olVc2XvK,TRUE,60,mate,black
6BURTGVj,TRUE,140,mate,black
iZG1NKJs,TRUE,60,resign,black
oZMPJ7p0,TRUE,74,resign,black
VoNSAzQ2,TRUE,43,resign,white
G1S75LQo,TRUE,82,outoftime,black
rpvEjadZ,TRUE,119,resign,white
zFL0KBbf,TRUE,45,resign,white
GV38VxlJ,TRUE,66,resign,black
iF4N8JqJ,TRUE,138,resign,black
2ncMjS6n,TRUE,115,mate,white
Zgqg2iGS,TRUE,40,mate,black
SNQPWouP,TRUE,51,mate,white
cXPH4BnK,TRUE,50,resign,black
3jlmnfiy,TRUE,75,draw,draw
dgFAyjvx,TRUE,65,resign,white
Q5HSsAlS,TRUE,66,resign,black
sSGzj58x,TRUE,135,draw,draw
vdgH6oxc,TRUE,111,resign,white
ge3aXn0z,TRUE,48,mate,black
VTbeGnHK,TRUE,96,resign,black
BTz6FYaB,TRUE,144,mate,black
yC53VDys,FALSE,73,resign,white
HlV7M3eJ,TRUE,44,mate,black
AZnt3REw,TRUE,62,mate,black
SRed86sw,TRUE,84,mate,black
c4wLhcqs,TRUE,63,mate,white
5yqO5tRl,TRUE,107,outoftime,white
ymGiX54u,TRUE,59,mate,white
IvDQzyhe,FALSE,83,resign,white
73X9Ggzt,TRUE,40,mate,black
Np1puf3w,TRUE,77,mate,white
cSaCh9JF,FALSE,84,mate,black
BC6nN1z2,FALSE,41,resign,white
dbL7wtBE,FALSE,44,resign,black
oouLaXGK,TRUE,54,resign,white
RQP1o6P5,TRUE,55,resign,black
Q4PSI6Ra,TRUE,71,resign,white
zjVoHjkc,TRUE,17,resign,white
e5E8qqz5,TRUE,64,resign,black
q5EEaQh3,TRUE,90,resign,black
toYQtDdj,FALSE,25,resign,white
QX5yr8hI,FALSE,139,mate,white
m1R8QZPV,FALSE,127,mate,white
CpULSkQr,FALSE,72,mate,black
msnWn5gr,FALSE,9,resign,white
C7DcW861,FALSE,44,mate,black
yvHL5Ymq,TRUE,52,resign,black
SurDq6HX,TRUE,121,mate,white
sWgzbgsP,TRUE,130,mate,black
btv2TsGy,FALSE,30,resign,white
ZJQFrVUx,FALSE,76,mate,black
hb1snMMt,FALSE,46,mate,black
HvPJbptf,FALSE,99,mate,white
VEfLuxGU,FALSE,18,resign,black
747VA5sw,FALSE,76,resign,black
HXr03lEZ,TRUE,50,resign,white
0mGLHAll,TRUE,45,resign,black
iHCCADuq,TRUE,20,resign,black
XZ9zUECj,TRUE,59,resign,white
i7FcI1fl,TRUE,47,resign,white
Ae9Kf6oF,TRUE,59,mate,white
DxoPHBU5,TRUE,57,resign,white
gnzWTcde,TRUE,54,outoftime,black
lcHp9049,TRUE,35,resign,white
yVUuQHVi,TRUE,20,resign,black
jIB5KwF1,TRUE,106,mate,black
Myv0QlEP,TRUE,33,mate,white
GwhRpQfx,TRUE,96,outoftime,black
qCGBQXIQ,TRUE,23,resign,white
ENDiNyBG,TRUE,60,mate,black
BFMTITQg,TRUE,63,mate,white
TwmguiO4,TRUE,44,resign,white
dHUWaAck,TRUE,131,mate,white
wka57pX8,TRUE,56,resign,black
FC822dnc,TRUE,51,mate,white
zdMwH9os,TRUE,137,mate,white
6ydzLNMU,TRUE,93,outoftime,white
dWEA7AB8,TRUE,66,mate,black
3FAKBL4O,TRUE,159,mate,white
0vaD0Xwi,TRUE,27,resign,white
5u0KkGDI,TRUE,95,mate,white
wsJ1nS0F,TRUE,51,mate,white
JEsxSdN0,TRUE,38,resign,black
YP7n0O3q,TRUE,43,resign,white
ektPQuQz,TRUE,77,mate,white
5XEAo55z,TRUE,32,resign,black
gk9h5bFh,TRUE,93,resign,white
Iqy6NOIS,TRUE,34,resign,black
YuOoG8BJ,TRUE,81,resign,white
gLdZMElP,TRUE,30,resign,black
tUOZivwN,TRUE,65,resign,white
1zR9BfHg,FALSE,48,resign,black
kv1NclYd,TRUE,55,resign,white
DdhssZkh,FALSE,43,resign,white
aG00iPxW,TRUE,61,resign,white
X4ZYw4g1,TRUE,20,resign,black
IeUoeV7s,TRUE,52,resign,black
04B0N7Xa,TRUE,74,mate,black
hkdroXvd,TRUE,74,resign,black
rOYXg3Q4,TRUE,26,resign,black
tWQexu8B,TRUE,57,outoftime,white
7v3VWvIL,FALSE,26,resign,black
63XRK9rK,FALSE,57,mate,white
qUqcmSSY,TRUE,112,mate,black
24GTWaT7,TRUE,35,resign,white
9CGKBsBz,TRUE,69,resign,white
22muVVIz,TRUE,83,resign,white
6G3iEGJV,TRUE,58,resign,black
Sx2VVpxj,FALSE,32,mate,black
uE39VLjw,FALSE,9,mate,white
mNnjHOl2,FALSE,52,resign,black
Wk4jpUgw,FALSE,19,mate,white
veH3zb9m,FALSE,20,resign,black
pxKDXBB6,FALSE,35,resign,white
EuBg5kZU,FALSE,21,mate,white
I4eSU2KQ,FALSE,33,resign,white
kkBHVY9Y,FALSE,88,mate,black
tlzknnXE,TRUE,40,resign,black
AFe9LZot,TRUE,14,resign,black
vn5uAqic,TRUE,7,resign,white
0RHPcq3I,TRUE,12,resign,black
KTltBUJU,TRUE,67,mate,white
CPwRLIHq,TRUE,54,mate,black
uRNzyTcK,TRUE,49,resign,white
dF1hkZzP,FALSE,72,mate,black
gb2ZtQG4,FALSE,24,resign,black
8vPWYA75,FALSE,55,resign,black
5QW5hnAc,FALSE,23,resign,white
uGgYf696,TRUE,27,resign,black
sVOQ0IMs,TRUE,9,resign,white
p0btVtj4,TRUE,28,resign,black
qT9E6zbm,TRUE,80,outoftime,black
XURA0sEU,TRUE,58,mate,black
8tGMIcAO,TRUE,27,mate,white
BDMZoMQC,TRUE,9,mate,white
jwUp1Gsj,TRUE,60,resign,black
EZO6xfI2,TRUE,82,resign,black
edNYUUTg,TRUE,17,resign,white
BwYnEuBC,TRUE,7,resign,white
1GxF0CTX,TRUE,44,mate,black
3miVlDah,TRUE,25,mate,white
gwDY89qO,TRUE,65,mate,white
nn6igIjA,TRUE,69,resign,white
M85SkFne,TRUE,53,resign,black
wRhEfHch,TRUE,55,resign,white
XrpvhBxq,TRUE,40,mate,black
EZevC16k,TRUE,86,resign,black
hNKjWQD6,TRUE,47,resign,black
TlsrYKp0,TRUE,16,resign,white
Bb2Tgc8u,TRUE,29,resign,white
pgYN7NXi,TRUE,27,mate,white
d4xQSX1w,TRUE,74,mate,black
5kmF4IZx,TRUE,39,resign,black
wEMlLnb4,TRUE,50,resign,black
7lUJ2R7V,TRUE,53,resign,white
BATCPKav,TRUE,40,resign,black
4HmFF4ME,TRUE,21,resign,white
I2nZFOZ8,TRUE,40,resign,black
BFjwCF4C,TRUE,17,resign,black
z9r7gu4q,TRUE,61,mate,white
q7py9H2Y,TRUE,19,resign,white
q3FCC8vr,TRUE,62,resign,black
5DlI5YEl,TRUE,45,resign,white
MnSqfvWI,TRUE,44,mate,black
vvJT8sTX,TRUE,38,mate,black
wtxEJ2gd,TRUE,43,resign,white
SMkkEcR3,TRUE,14,resign,black
ivQvOIdj,TRUE,23,mate,white
dbyxg7H3,TRUE,41,mate,white
n320Hc4s,TRUE,118,outoftime,black
JeIlkoH6,TRUE,58,resign,white
AtpsmLKk,FALSE,43,resign,black
DSuHhfqH,TRUE,66,resign,black
mIiuVrgM,TRUE,51,mate,white
JmLRln7J,TRUE,72,resign,black
oUmyXGUX,TRUE,69,resign,white
1VmaA6qA,TRUE,32,mate,black
RlZwOmvz,TRUE,108,mate,black
59dyREtp,FALSE,94,mate,black
AA9aukPK,FALSE,34,resign,black
kf0aAzks,FALSE,77,outoftime,white
H8x29G82,TRUE,133,draw,draw
TJLmNonU,TRUE,82,resign,black
pmsu9RlJ,TRUE,67,resign,white
w90bhD7e,TRUE,80,resign,black
wvAWpm0x,TRUE,68,resign,black
pGr2e86l,TRUE,119,mate,white
18xOX6zT,TRUE,95,resign,white
DVFQll0P,TRUE,46,outoftime,black
DlEsO7TI,TRUE,47,resign,white
ypZJ0wVa,TRUE,41,resign,white
fYou6hn2,TRUE,65,resign,white
obKdxgfg,TRUE,61,outoftime,white
IlG3GNBw,TRUE,144,resign,black
ujAHgk4M,TRUE,105,resign,white
QcvL41ZQ,TRUE,43,mate,white
qKr86YXy,TRUE,20,resign,black
iNa8oKrC,TRUE,89,resign,white
wpPqh9Lb,TRUE,55,resign,white
yJjwsJmm,TRUE,101,resign,white
LMbpuxoi,TRUE,83,resign,white
TSLPgxAf,TRUE,102,resign,black
RiSnVK0z,TRUE,66,resign,black
Ms2THNEC,TRUE,45,resign,black
49JFsT38,FALSE,161,resign,white
LGbSgtI4,TRUE,62,resign,black
zFpn8qfk,TRUE,81,resign,white
TI774QDs,TRUE,52,resign,black
5kcUc0xT,TRUE,46,mate,black
VgW6TwaS,TRUE,46,mate,black
fkKZ6Be1,TRUE,27,resign,white
f5P78gJR,TRUE,68,resign,black
NL6ijlNL,TRUE,53,mate,white
C7ce2Qec,TRUE,70,resign,black
dUx8i5xB,TRUE,32,resign,black
xkWl3nR3,TRUE,71,resign,white
h9JbFNua,TRUE,59,draw,draw
o3Pxe7sm,TRUE,44,resign,black
oPy2AMGy,TRUE,89,outoftime,white
4PajUOj7,TRUE,43,resign,white
sWCARvFa,TRUE,74,resign,black
tdJwDNk4,TRUE,74,resign,black
2s5t8SCy,TRUE,135,resign,black
VeeCoebX,TRUE,128,mate,black
g8Eww1Js,TRUE,40,resign,white
E1rWNlCw,TRUE,57,mate,white
yay9t80W,TRUE,49,resign,black
JMUZhIVI,TRUE,61,resign,white
oCloK0Xg,TRUE,49,mate,white
KitHL7cI,TRUE,69,resign,white
Oi8cbDZh,TRUE,110,mate,black
eIWEORiw,TRUE,32,resign,white
NZwkQOVV,TRUE,95,resign,white
xsXmPQhu,TRUE,111,outoftime,white
f5se4TkA,TRUE,47,resign,black
t5Rf0vhm,TRUE,42,resign,black
6ry8ntqL,TRUE,51,mate,white
mo7ZHEUb,FALSE,66,mate,black
jT2e4Vrh,FALSE,29,resign,black
ujoTdSl6,FALSE,79,mate,white
cz3oww3N,FALSE,82,resign,black
JfPNpTjQ,FALSE,169,resign,white
Wf6GPzeL,FALSE,58,mate,black
w0I8H1Ac,FALSE,41,mate,white
pLBznSng,FALSE,48,resign,white
HTRIp02Y,FALSE,86,mate,black
SFqSErkT,TRUE,52,mate,black
RIf8NTSB,TRUE,44,mate,black
NkKoPZ8J,TRUE,22,mate,black
1xaud9pS,TRUE,31,resign,white
qcBHw6FP,TRUE,82,resign,white
1i3ANZYN,TRUE,28,resign,black
0NodlS1x,TRUE,39,mate,white
5sHsjTd8,TRUE,102,resign,black
Wg7MuSLY,TRUE,72,resign,black
DDc3xk1r,TRUE,59,resign,white
m07bQT3H,TRUE,57,outoftime,white
FFjDfpHq,TRUE,29,resign,white
SAjjgOrb,TRUE,46,resign,black
KRd0phjX,TRUE,178,resign,black
jR6WunAC,TRUE,44,resign,black
4JvEqIHi,TRUE,66,mate,black
ZWhR7KAf,FALSE,34,resign,white
Np2HKyzJ,FALSE,71,resign,black
yBlGMtoq,FALSE,26,resign,white
qr1Os4oU,FALSE,90,resign,black
ESHxteJ9,TRUE,60,resign,black
Xvmmwvb6,TRUE,37,resign,white
0iO6XzA0,TRUE,60,resign,black
sb7psqf5,TRUE,23,resign,white
vr390nQm,TRUE,55,resign,white
JDtzgTIh,TRUE,36,resign,black
Yamx0XFI,TRUE,121,resign,white
JLiioNw0,TRUE,80,resign,black
mEZ6kPsZ,TRUE,121,resign,white
M6RK9cet,TRUE,24,resign,white
ME4Pgou5,TRUE,24,resign,black
3kDAbHmV,TRUE,48,resign,black
FTRJlED6,TRUE,104,draw,draw
euio1Qsw,TRUE,135,mate,white
UkQ8ux6J,TRUE,132,draw,draw
mxY3wUgH,TRUE,67,resign,white
wzS0fTxj,TRUE,39,resign,white
na7JYKSm,TRUE,90,outoftime,black
uWZ25miV,TRUE,96,resign,black
pvqLRAqH,TRUE,165,draw,draw
FyqAxFVs,TRUE,74,mate,black
SeX4ElMB,TRUE,113,resign,white
QqfswHLn,TRUE,102,outoftime,black
dkxnzHaF,TRUE,107,mate,white
JLDAxqct,TRUE,64,resign,black
z0FEKvYu,TRUE,85,outoftime,white
ICR8stR3,TRUE,74,resign,black
ZXoWp4yh,FALSE,93,mate,white
7N4m1Wfd,FALSE,142,mate,black
iOTNW21q,FALSE,79,outoftime,white
q8s8EaeD,TRUE,37,resign,white
JBK3M8PP,TRUE,42,resign,black
GvZJduMP,TRUE,23,resign,white
ATeRTEGm,FALSE,100,mate,black
QLrxgtVJ,TRUE,61,mate,white
uJLmuxML,TRUE,137,resign,white
MU3gkeYa,TRUE,59,mate,white
f5Lco1kF,TRUE,50,resign,black
qeNryRmX,TRUE,37,resign,white
Gj6nwBC9,TRUE,63,mate,white
CZU6NI3l,TRUE,52,resign,black
seslwxeS,TRUE,53,mate,white
GF6Akobh,TRUE,57,mate,white
Y6OiHWWo,TRUE,81,outoftime,white
4MRUHgiy,TRUE,46,outoftime,black
OpCxvDp1,TRUE,23,resign,white
XizCcEC7,TRUE,74,resign,black
ziqOfBhp,TRUE,23,resign,white
ADZZxXdz,FALSE,34,mate,black
gea9KBsQ,FALSE,32,resign,black
zXmVhTXm,FALSE,26,outoftime,black
bXHk9Onp,TRUE,122,draw,draw
kuUD842n,TRUE,81,resign,white
yhsY0tu3,TRUE,87,resign,black
r7TXXtvz,TRUE,58,resign,black
guD5w6ja,TRUE,152,resign,black
kr3BwKpv,TRUE,34,resign,black
dhiBmU4u,TRUE,74,resign,black
16g3zRMn,TRUE,70,resign,black
2dzDMQAo,TRUE,48,resign,black
WKcZI6rI,TRUE,94,mate,black
sVAalAIe,TRUE,51,resign,black
jN7S30Qz,TRUE,21,resign,white
vo1wAkhf,TRUE,42,resign,white
KnkPcCyI,TRUE,89,mate,white
wmNsOkUa,TRUE,78,resign,black
O4vS4may,TRUE,73,resign,white
tHOyp1SN,TRUE,53,resign,white
480QON50,TRUE,74,outoftime,black
Z22znOmX,TRUE,43,resign,black
FhoiLqdU,TRUE,93,draw,draw
r3JGOUHc,TRUE,111,resign,white
Hp5D7fHr,TRUE,82,mate,black
upH2jwd5,TRUE,63,mate,white
AxcGq2dV,TRUE,58,resign,black
I4e6YeNP,TRUE,61,resign,white
RYJpHPwq,TRUE,92,resign,black
CWVi4rQG,TRUE,34,resign,white
2u47s0pe,TRUE,70,resign,black
XEuVpmdF,TRUE,70,resign,white
wT03Nbwu,TRUE,50,resign,black
l6X4Y3DU,TRUE,19,mate,white
sZ5gcGOJ,TRUE,65,resign,white
Hh2c0z5e,TRUE,196,mate,black
FZMIwfxZ,TRUE,138,mate,black
l5JIATAg,TRUE,114,resign,black
a6ywKNt0,TRUE,111,resign,white
jGiADcVr,TRUE,135,draw,draw
uFsw64hz,TRUE,45,resign,white
ZxR7P3V2,TRUE,35,resign,white
qFqyG001,TRUE,54,resign,black
1EbCHVeX,TRUE,104,mate,black
loe8s1l2,TRUE,70,mate,black
A4KSrPmU,TRUE,84,mate,black
CT49XZGj,TRUE,86,resign,black
guMtLFyZ,TRUE,209,outoftime,white
PBVbCIlv,TRUE,118,mate,black
wRWbOy4f,TRUE,94,mate,black
MpcX0hmb,TRUE,89,resign,white
VNvBjjak,TRUE,165,draw,draw
Y4yXnzq4,TRUE,48,mate,black
1JMkyx4i,TRUE,102,draw,draw
HOezQYnp,TRUE,142,mate,black
8M8xBvfQ,TRUE,80,resign,black
SqD9TFC0,TRUE,46,outoftime,black
nqodNVPx,TRUE,38,resign,black
AmZUX1SA,TRUE,58,mate,black
4ivOJPLL,TRUE,68,mate,black
8ThoLJ12,TRUE,120,mate,black
N1YBksgN,TRUE,94,resign,white
OkvFM9sn,TRUE,130,mate,black
VeoVy69C,TRUE,167,draw,draw
L8rT159b,TRUE,76,mate,black
OFZg5RCp,TRUE,72,resign,black
fNxYEQsq,TRUE,80,resign,white
jtZZaI0n,TRUE,104,resign,black
bSBLTFpo,TRUE,48,resign,black
6A0z1jzD,TRUE,36,resign,black
DJMxyZQG,TRUE,144,mate,black
e9Wm5XV6,TRUE,110,mate,black
b0hLNIKL,TRUE,44,mate,black
Thy3TlFa,TRUE,132,mate,black
0RKbCNnj,TRUE,53,mate,white
lBizRfBO,TRUE,100,resign,black
COtpCwpi,TRUE,85,resign,white
NhZJn0HM,TRUE,80,mate,black
qiGaqBlO,TRUE,36,resign,black
kGageujr,TRUE,25,resign,white
JWNrYTGA,TRUE,156,mate,black
cJN76FsO,TRUE,72,resign,white
ULhzYK3f,FALSE,58,mate,black
HY6Nkd7w,TRUE,65,resign,white
val09fvD,TRUE,88,mate,black
ByDSGOWb,TRUE,45,resign,white
LpbgsfzI,TRUE,107,resign,black
DuYA61BG,TRUE,63,draw,draw
B4Q79brn,TRUE,34,resign,black
byX7OswF,FALSE,110,draw,draw
ux323MzW,TRUE,113,resign,white
f97QLWw7,FALSE,29,outoftime,white
t8xmlI4w,TRUE,65,resign,white
rarnWCgq,TRUE,45,draw,draw
q1EG1OqB,TRUE,28,resign,black
3hQiLQ2s,TRUE,30,draw,draw
RJcaKGuq,TRUE,73,draw,draw
m1USMFBS,TRUE,23,outoftime,white
B6TGTExW,TRUE,45,resign,white
U9FokBKx,TRUE,59,mate,white
ZAjw56B9,TRUE,73,mate,white
wfZTFJkN,TRUE,58,resign,black
drcUwBGF,TRUE,57,resign,white
gONOwpjH,FALSE,43,mate,white
5Ze4uWGf,TRUE,29,resign,white
gAF3FlVM,TRUE,9,resign,white
vKmpjdnd,TRUE,86,resign,black
ZZdvPTyL,TRUE,52,resign,white
vF1z1RsG,TRUE,75,resign,white
LvprtBNp,FALSE,91,resign,white
PcvqJI2U,TRUE,75,resign,white
o1ZRyQP3,TRUE,27,draw,draw
TGFaDQzC,TRUE,77,mate,white
tr0pUstd,TRUE,16,resign,white
bZhk7VxT,FALSE,8,outoftime,white
utif1iXA,TRUE,77,resign,white
P817jqT2,TRUE,22,resign,black
tPIQvn20,TRUE,53,mate,white
zip27dic,TRUE,22,resign,black
bcI9UDKS,TRUE,42,resign,white
CVqwFMJp,TRUE,66,resign,black
8VKdIsdE,TRUE,105,mate,white
B9SOnytS,TRUE,157,mate,white
ZUVuvGQx,TRUE,17,mate,white
unSkEjUP,TRUE,47,mate,white
96bZWSOw,TRUE,6,resign,black
yihwcLmQ,TRUE,16,resign,black
p9Oedwqp,TRUE,47,resign,white
OMAJgxtV,TRUE,24,resign,black
M4DXdkSx,TRUE,49,mate,white
rPlwl336,FALSE,12,resign,white
9YNAM9lR,TRUE,13,resign,white
yFiZ7JpL,TRUE,68,mate,black
46w97kSa,TRUE,16,resign,black
ogyEjDbp,TRUE,14,mate,black
y4u2jAkm,TRUE,85,draw,draw
yU6b8opf,TRUE,60,resign,black
cLPw8kPT,TRUE,94,resign,black
MiQIBk76,TRUE,31,mate,white
wRReUrfh,TRUE,95,resign,white
ezn99hc6,TRUE,24,mate,black
NuCOg2iT,TRUE,52,resign,black
GbWyAZdj,TRUE,33,resign,white
b46J9zEQ,TRUE,95,resign,black
JRpms95z,TRUE,21,resign,white
kprmKNXG,TRUE,84,resign,black
wvPVI3Xo,TRUE,23,resign,white
1mrRw76x,TRUE,24,resign,white
JhTpZuIK,TRUE,59,resign,white
kJXLVRli,TRUE,89,resign,white
7NlYZjQh,TRUE,24,resign,black
seWRXU9Y,TRUE,75,mate,white
5Mfrkr6A,TRUE,37,resign,white
kRRPNHF1,TRUE,48,mate,black
jrNRaCQd,TRUE,49,resign,white
3aB5ZEok,TRUE,76,mate,black
YlQG1ybo,TRUE,41,resign,white
reTghG7u,TRUE,49,mate,white
BB9BM0qq,TRUE,85,mate,white
39MQzlta,TRUE,171,outoftime,white
Bj28IBDH,TRUE,72,resign,black
1zf3E5Qv,TRUE,91,resign,white
EZwBo2CM,TRUE,40,resign,black
h2lvMMdk,TRUE,32,resign,white
QeczVYS5,TRUE,45,mate,white
c3nGa1z7,TRUE,119,draw,draw
vPNbwJZr,TRUE,57,resign,white
6JVTSSMV,TRUE,66,mate,black
KJnuRHSp,TRUE,65,mate,white
AFfIoodW,TRUE,49,mate,white
6pANn05J,TRUE,74,resign,white
w2mI7zeJ,TRUE,124,mate,black
CjnJA5t6,TRUE,125,draw,draw
hnKzGwjc,TRUE,111,mate,white
vxGvjkDU,TRUE,60,resign,black
1TsWfytS,TRUE,65,resign,white
Ed3Qd4iE,TRUE,70,mate,black
bNS5TNSG,TRUE,151,mate,white
cANR872D,TRUE,120,outoftime,black
8ymlWbZW,TRUE,82,mate,black
oA1HWOxL,TRUE,33,mate,white
TkhdzMRq,TRUE,39,mate,white
WFFrvFO5,TRUE,91,resign,black
t44MS6ER,TRUE,79,outoftime,white
fdGeq59t,TRUE,51,mate,white
Ap40le6f,TRUE,96,resign,black
3FJQeuvq,TRUE,39,resign,black
kf29cjt3,TRUE,53,mate,white
daNnZ1bG,TRUE,86,resign,black
IMGVqSAp,TRUE,34,resign,black
16ihgTNN,TRUE,46,resign,black
XuBCPbmP,TRUE,17,resign,white
juZKdums,TRUE,69,mate,white
rmh7njTT,TRUE,38,mate,black
tf20iKzL,TRUE,48,resign,black
lzXR3how,TRUE,87,resign,white
wkSVjBqB,TRUE,56,resign,black
qIRVxdSv,TRUE,52,mate,black
zOQ7IqSw,TRUE,61,draw,draw
EBWdJxbH,TRUE,36,mate,black
r0KurW3d,TRUE,59,resign,black
OpvVT9RE,TRUE,85,mate,white
4ydv34Fc,TRUE,33,mate,white
LkCrXLO7,TRUE,67,resign,white
hoYN1qZw,TRUE,16,resign,black
VrrG44Jg,TRUE,66,resign,black
ZXduU8eq,TRUE,45,mate,white
AwJqyrLA,TRUE,38,mate,black
jGZp1gDs,TRUE,54,mate,black
LYE0opO1,TRUE,47,mate,white
rfZGjL8k,TRUE,88,resign,black
cX2O7LDZ,TRUE,25,resign,black
M42PyPoa,TRUE,115,outoftime,white
X5FUAFqU,TRUE,50,mate,black
qXq417tc,TRUE,53,resign,white
ISKDhjhy,TRUE,102,resign,black
zZ3JeJSz,TRUE,52,resign,black
LtgY52eZ,TRUE,55,mate,white
c0OR5cUH,TRUE,46,outoftime,black
IFXc12eJ,TRUE,56,mate,black
wrUGowWQ,TRUE,109,outoftime,white
nHSnrCha,TRUE,35,mate,white
yzJrB5Ws,TRUE,63,mate,white
OhQSh8yv,TRUE,20,resign,white
YkmRYw0j,TRUE,59,mate,white
1DngyzrL,TRUE,64,mate,black
8K4BUCPt,TRUE,70,mate,black
bBHNIBpW,TRUE,130,mate,black
en27g30Z,TRUE,78,mate,black
hKwPj8Go,TRUE,76,mate,black
tlZuMvg7,TRUE,36,resign,white
ZMcxzky3,TRUE,37,resign,white
lZNFIJ2u,TRUE,31,mate,white
KN2nh52B,TRUE,117,mate,white
vmnq5ucy,TRUE,60,resign,white
SUKmDczG,TRUE,29,resign,white
JuAw8hpr,TRUE,51,resign,white
kYrQeky3,TRUE,39,mate,white
XIzN1lJL,TRUE,89,draw,draw
jYDlqTmQ,TRUE,85,resign,white
nwzblVm6,TRUE,61,mate,white
uvH5arXE,TRUE,126,resign,black
HCpFfiVF,TRUE,15,mate,white
9Ir0slQt,TRUE,55,resign,white
4kihBn2a,TRUE,113,draw,draw
nXVDNcv0,TRUE,56,mate,black
rwgwZFR8,TRUE,30,resign,white
XbnENlTy,TRUE,85,resign,white
